movie_id,user_name,like
210577,ManuelSoBento,1
210577,FilipeManuelNeto,1
237791,Reno,1
242828,EwaWiman,1
242828,Reno,1
244786,MJM,0
244786,AndresGomez,1
244786,DanDare,0
244786,mattwilde123,1
244786,MatthewBrady,1
244786,TheMovieMob,1
244786,Ahmetaslan27,1
244786,hamfaceman,1
244786,tmdb70471036,1
255709,izgzhen,1
263115,anythingbutfifi,1
263115,MovieQueen41,0
263115,tmdb16528852,1
263115,Gimly,1
263115,buzybug,0
263115,Reno,1
263115,PerGunnarJonsson,0
263115,JohnChard,1
263115,CinemaSerf,1
263115,TheMovieMob,1
263115,BroSpanky,1
263115,tmdb51616167,1
264644,Reno,1
264644,Horseface,1
264644,CinemaSerf,1
265195,CinemaSerf,1
266856,AndresGomez,1
266856,mattwilde123,1
266856,CinemaSerf,1
290098,Reno,1
290098,CinemaSerf,1
296096,Reno,1
299534,garethmb,1
299534,Gimly,1
299534,ManuelSoBento,1
299534,heroman,1
299534,courtlynn,1
299534,PerGunnarJonsson,1
299534,swapnake,1
299534,Wuchak,1
299534,JustinLopez,0
299534,LoganWright,0
299534,BradleyStewart,1
299534,JaneHall,1
299534,JessieCollins,0
299534,JohnSmith,0
299534,gwengww,0
299534,JustinLopez,0
299534,1RobertJohnson1,1
299534,MichaelWilliams,0
299534,WilliamJones,1
299534,DavidBrown1,0
299536,SimonFoster,1
299536,furiousiz,1
299536,Gimly,1
299536,tmdb15214618,0
299536,ChWalid,1
299536,hsrohit,1
299536,MovieQueen41,1
299536,jmquint00,1
299536,Wuchak,1
299536,Santosh,1
299536,uridon,0
299536,tmdb44006625,1
299536,sandrakuc,1
299536,StevenGarcia,1
299536,AndrewMartinez,1
299536,KennethRobinson,1
299536,GeorgeClark,1
299536,KevinRodriguez1,0
299536,BrianLewis,0
299536,EdwardLee,1
310569,Reno,1
313369,Gimly,0
313369,üå?Rose,1
313369,PerGunnarJonsson,1
313369,Reno,1
313369,r96sk,1
313369,beyondthecineramadome,1
313369,FilipeManuelNeto,1
313369,Rob,1
313369,sp1cybo1,1
314365,Reno,1
314365,AndresGomez,1
314365,mattwilde123,1
314365,Nutshell,1
314365,tmdb40011370,1
315162,Nathan,1
315162,ravundwa,1
315162,CinemaSerf,1
315162,GenerationofSwine,1
315162,AndreGonzales,1
315162,r96sk,1
315465,Reno,1
316029,MovieQueen41,1
316029,baycon792,1
316029,Gimly,0
316029,ahmedrezik,1
316029,CinemaSerf,1
323272,Wuchak,1
324786,starks94,1
324786,dragonboi,1
324786,Reno,1
324786,JohnChard,1
324786,Wuchak,1
324786,FilipeManuelNeto,1
324786,GenerationofSwine,1
324857,trineo03,0
324857,Gimly,1
324857,DohnJoe,1
324857,TomTag,1
324857,JustinLopez,1
324857,LoganWright,1
324857,BradleyStewart,0
324857,JaneHall,0
324857,JessieCollins,0
324857,JohnSmith,1
324857,1RobertJohnson1,1
324857,MichaelWilliams,0
324857,WilliamJones,1
324857,DavidBrown1,1
324857,richardmiller,1
324857,ThomasMoore,1
324857,JeffreyYoung,0
324857,JacobKing1,1
324857,NicholasLopez,1
324857,StephenScott,1
331482,SWITCH,1
331482,Luis989,1
331482,Gimly,0
331482,ManuelSoBento,1
331482,beyondthecineramadome,1
331482,GenerationofSwine,0
331482,r96sk,1
334533,Gimly,1
334533,Reno,1
334543,djgri,0
334543,Reno,1
334543,FilipeManuelNeto,1
337404,ManuelSoBento,1
337404,MahnoorKhan,1
337404,Rene,0
337404,KathyBowing,1
337404,PeterMcGinn,0
337404,Giovanni,1
337404,beyondthecineramadome,0
337404,AndreGonzales,1
348892,gauravmanral,1
354857,Gimly,0
354912,Gimly,0
354912,furiousiz,1
354912,priya,1
354912,r96sk,1
354912,CinemaSerf,1
359724,SWITCH,1
359724,StephenCampbell,1
359724,ManuelSoBento,1
359724,Gimly,1
359724,JPV852,1
359724,SierraKiloBravo,1
359724,tmdb92312096,1
359724,TheMovieMob,1
359724,rsanek,1
359940,Gimly,1
359940,r96sk,1
359940,GenerationofSwine,1
360814,Svumpukkel85,1
360814,r96sk,1
361743,r96sk,1
361743,ManuelSoBento,1
361743,tmdb20895531,0
361743,CinemaSerf,1
361743,ChrisSawin,1
361743,mackenly,0
361743,JustEntertainment,1
361743,T,1
361743,MovieGuys,1
361743,TheMovieMob,1
361743,KVNNBH,1
361743,KayCee,1
361743,RobertGrawey,1
361743,rhenfla0312,1
361743,JPV852,1
361743,Nathan,1
361743,GenerationofSwine,1
361743,SputnikGalaxyWatcher,0
361743,madriyanto,1
361743,cineast78,1
369557,Reno,1
369557,Gimly,1
372058,Gimly,0
372058,BecauseImBatman,1
372058,Reno,1
372058,r96sk,1
